Time,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,Sampling rate
10.664,-3.7765,-6.4068,-5.5594,-5.7289,-5.7229,-11.598,-7.2072,-5.55,-6.6692,-6.2164,
10.672,-12.732,-9.8224,-8.9957,-6.7206,-5.3772,-10.865,-6.4332,-3.4754,-2.9944,-2.3462,
10.68,-16.055,-7.9198,-8.5141,-10.618,-2.7913,-4.1941,-2.6402,0.93131,1.2739,1.1693,
10.688,-0.1982,0.12304,5.1387,5.1513,3.0323,-6.1635,-4.3991,-3.2271,-0.43072,-3.0431,
10.695,8.0087,4.7182,8.56,5.6474,2.8251,-12.213,-4.4777,-5.9925,-4.6198,-4.8521,
10.703,-2.1534,6.5275,4.1756,-2.8099,5.4759,-5.7513,0.53181,-0.72767,-1.826,-1.0904,
10.711,-0.93602,9.2497,7.6897,5.405,8.4198,-1.2851,5.178,5.0645,1.6107,3.6984,
10.719,3.0253,10.312,11.025,11.225,14.281,-4.4204,4.9084,5.1953,-4.4989,4.2029,
10.727,9.661,10.188,14.896,20.459,13.457,-4.4401,4.4017,2.4515,-13.383,0.93436,
10.734,-1.9905,1.2819,4.7507,7.6263,4.8442,-7.224,-1.7734,-1.4789,-9.2693,-3.7274,
10.742,-8.914,-9.0099,-4.9362,-0.4655,-3.3381,-13.924,-12.379,-11.38,-13.498,-12.82,
10.75,-11.311,-12.221,-7.7063,-0.32954,-8.8925,-14.763,-16.58,-13.257,-12.345,-16.715,
10.758,-18.386,-13.525,-13.398,-7.8032,-12.797,-15.789,-17.197,-11.86,-11.371,-14.287,
10.766,-18.765,-13.067,-15.049,-16.302,-12.785,-13.978,-14.43,-9.0798,-7.5753,-11.497,
10.773,-17.611,-10.497,-10.961,-11.28,-9.748,-12.471,-10.588,-5.8447,-8.6314,-7.5986,
10.781,-0.7457,0.24375,1.0939,5.2797,-0.90295,-1.3173,0.49331,2.6219,-2.9277,1.1624,
10.789,-11.019,-3.3666,-7.5302,-11.511,-6.2474,1.7842,1.0629,7.0466,4.5203,3.0651,
10.797,-14.254,-6.0424,-11.911,-15.295,-11.77,-2.8718,-0.095868,3.1983,0.090935,2.6469,
10.805,1.1252,7.4479,0.59419,-3.8966,-2.1732,8.3144,11.561,13.805,7.9055,12.386,
10.813,1.2529,7.6197,1.7232,-5.3667,0.33858,11.274,9.2555,10.937,0.54532,7.0527,
10.82,-1.8127,5.1767,-1.4435,-8.4891,0.58441,4.6943,5.2849,7.7863,-2.162,3.4739,
10.828,-8.137,-1.3952,-4.7682,-6.2824,-0.5612,-8.7927,-3.6856,-2.4546,-11.299,-3.9136,
10.836,-4.4422,-0.11991,-3.3247,-1.1077,-0.022357,-8.043,-4.5327,-5.621,-15.901,-6.9753,
10.844,1.8603,1.7718,1.4464,5.7061,2.8363,-8.1254,-6.5211,-7.8852,-17.039,-10.031,
10.852,5.0797,1.7549,0.78856,1.836,3.4572,-7.8318,-5.5255,-6.9938,-15.907,-7.9506,
10.859,6.7012,3.1243,3.4182,7.757,5.2669,3.1462,-2.7072,0.33876,-6.5842,-4.2451,
10.867,1.9921,-0.67267,-2.7425,3.5571,0.57961,2.2221,-4.8647,-0.63383,-8.3786,-4.1426,
10.875,7.5069,2.1709,0.75591,4.2629,3.3159,8.1798,-0.61862,6.0081,-0.95539,-0.32504,
10.883,11.176,-1.1411,1.1166,6.8022,-0.13143,5.3352,-4.001,5.0072,-3.6686,-2.3787,
10.891,29.557,10.565,12.967,18.909,7.5892,13.195,5.6719,12.98,2.3435,6.9892,
10.898,22.197,10.583,10.606,11.98,8.5826,19.465,9.836,15.226,7.5247,10.03,
10.906,26.118,15.773,16.67,18.168,14.884,17.748,12.554,15.886,6.4984,9.9752,
10.914,37.917,27.073,27.086,28.911,26.223,23.007,19.475,19.246,9.6382,14.842,
10.922,43.918,32.825,35.462,40.596,32.363,28.888,22.586,22.534,8.4942,15.548,
10.93,42.781,30.736,33.825,31.619,32.862,24.541,17.704,17.59,2.5779,10.618,
10.938,36.712,25.012,28.263,28.116,25.681,12.304,9.97,9.4611,-8.6575,2.9978,
10.945,31.555,24.695,22.241,22.056,21.301,22.377,16.586,18.743,4.3286,9.4962,
10.953,31.93,25.894,22.91,26.615,19.549,25.052,19.82,21.876,6.6878,12.556,
10.961,30.885,23.639,21.385,19.823,19.006,27.349,21.095,23.179,8.4618,14.239,
10.969,20.528,15.583,11.088,11.894,11.42,22.691,14.544,19.361,5.0223,8.9545,
10.977,28.784,17.326,15.417,18.806,15.495,15.033,11.967,17.02,2.3737,7.8571,
10.984,23.784,18.665,16.579,19.327,18.459,15.535,13.681,16.577,2.2645,10.869,
10.992,11.303,12.517,10.962,19.387,15.976,7.0762,5.1589,9.7797,-2.5047,3.5106,
11,17.839,14.863,14.387,19.714,19.066,4.5013,4.5468,9.0673,-1.8738,2.587,
11.008,18.651,14.806,14.946,16.579,21.685,9.8128,7.4524,10.076,-2.5336,3.8194,
11.016,23.966,15.708,17.902,19.433,16.163,16.304,11.034,14.583,1.6891,5.6739,
11.023,23.524,15.298,13.263,13.349,9.4676,11.929,10.902,14.611,0.89625,7.2031,
11.031,20.702,21.143,19.124,15.228,17.4,17.244,17.769,18.983,2.7679,14.121,
11.039,22.21,25.03,22.743,19.344,23.893,13.968,19.186,18.526,3.23,16.962,
11.047,20.36,22.8,20.459,17.561,19.719,13.187,17.393,17.967,6.5224,14.048,
11.055,18.399,20.33,15.734,13.376,15.754,15.188,16.06,16.854,5.1147,11.489,
11.063,15.691,14.621,13.727,16.016,12.369,7.2213,6.574,5.6499,-7.334,-1.3588,
11.07,18.755,13.026,13.904,13.029,13.735,1.4205,2.0584,-0.51474,-9.9285,-4.291,
11.078,14.548,13.179,13.261,16.039,17.647,-0.40585,2.1087,-0.86118,-9.2396,-1.9915,
11.086,8.8283,8.2921,10.315,15.073,10.891,-0.91569,0.1179,-1.8349,-13.364,-5.4944,
11.094,-2.1516,0.56629,0.0024456,7.2169,1.4433,-2.3034,-4.4748,-1.9011,-12.027,-7.8987,
11.102,-2.5258,-1.1978,-3.1148,-0.43928,-2.2689,-0.34616,-5.5107,-1.7807,-10.982,-6.2213,
11.109,3.0831,1.1102,1.1335,5.1651,2.0265,-7.6361,-5.5281,-2.3328,-12.065,-4.1922,
11.117,-3.5946,-5.5902,-4.8259,-3.2441,-6.1046,-9.9513,-11.596,-8.9431,-19.384,-11.552,
11.125,12.279,1.6348,8.494,11.892,6.0574,-13.061,-11.685,-12.031,-23.427,-11.58,
11.133,-2.7572,-2.0118,1.0769,3.7784,5.5589,-13.63,-12.081,-13.175,-23.38,-14.355,
11.141,-9.7403,-6.7514,-5.5482,-7.6272,0.77117,-13.556,-13.41,-12.205,-26.355,-16.288,
11.148,-9.4587,-8.7993,-10.001,-6.7844,-4.6384,-16.573,-13,-11.627,-21.559,-15.242,
11.156,10.055,0.97024,2.7955,7.9267,3.3778,-6.5952,-3.5368,-2.0014,-13.495,-6.5521,
11.164,4.0405,1.4868,-0.1093,-0.4979,3.71,-8.856,-4.4133,-2.1591,-11.473,-6.3222,
11.172,-2.2917,0.36908,-1.249,-3.7722,4.5058,-8.8704,-4.8576,-4.4169,-14.386,-4.3287,
11.18,-5.5488,-1.5826,-5.2858,-7.1416,-1.4593,-13.553,-10.491,-11.713,-22.625,-14.231,
11.188,3.8079,2.9147,3.6656,2.8528,6.192,-15.475,-12.758,-12.331,-20,-14.9,
11.195,1.4517,1.9723,2.8621,-0.21838,7.8377,-14.608,-12.969,-13.611,-19.638,-16.577,
11.203,-3.8775,-1.0943,-3.2442,-5.0353,0.83798,-13.961,-10.154,-8.5446,-17.319,-11.845,
11.211,8.8841,5.3793,3.4782,1.3418,5.1788,-2.2909,-2.1549,-0.78828,-15.842,-4.674,
11.219,3.6106,2.6271,2.8513,6.2613,6.3882,-6.7082,-5.4504,-1.8253,-15.461,-5.9107,
11.227,-5.0473,-3.8069,-3.8801,-1.8194,-2.0019,-9.1099,-8.9309,-3.6366,-18.609,-12.252,
11.234,-4.5983,-4.5814,-5.2797,-6.4606,-3.5592,-16.835,-12.711,-9.1837,-20.247,-13.97,
11.242,-2.4024,0.75739,-0.43409,1.5233,4.959,-15.487,-12.381,-12.179,-20.436,-12.604,
11.25,3.3112,5.5529,4.4949,4.0072,5.861,-11.263,-10.361,-11.056,-22.457,-11.738,
11.258,5.7103,5.9594,7.8684,4.011,6.8476,-4.3894,-2.8596,-2.2497,-15.116,-3.7673,
11.266,2.7195,4.2079,5.3226,5.1315,7.791,-5.2974,-0.83911,1.2729,-11.289,2.132,
11.273,-3.7759,-1.8889,-2.3425,-3.7844,-1.6575,-9.2203,-5.5077,-1.2043,-13.615,-1.8112,
11.281,-2.3344,0.327,0.05496,-1.4466,3.5798,-10.025,-4.078,-1.3415,-12.378,0.38269,
11.289,-1.8076,3.1882,2.2875,1.5011,3.1621,-8.6183,-2.455,-1.1113,-10.517,0.68403,
11.297,8.0996,9.6306,9.8389,6.4148,7.1044,-2.7287,0.42285,0.17013,-8.1957,-2.5957,
11.305,3.3742,7.805,4.893,0.13134,3.1076,-0.23222,-0.85139,-0.46385,-6.3157,-5.2729,
11.313,-1.1031,-0.38877,-0.99141,-1.282,-1.0167,-10.455,-8.9343,-7.4855,-12.886,-14.695,
11.32,0.26134,-1.7665,-3.7288,-2.8916,-2.3312,-13.577,-10.129,-7.2824,-13.202,-11.204,
11.328,-0.98887,-5.7004,-5.2359,-4.6005,-3.3787,-8.818,-8.9383,-6.3266,-16.959,-9.1556,
11.336,-16.762,-12.229,-15.023,-15.987,-10.915,-7.2595,-7.8778,-1.349,-10.67,-6.3138,
11.344,-15.79,-15.8,-17.451,-19.592,-16.124,-6.0708,-7.9861,-1.3854,-8.586,-8.6884,
11.352,-15.221,-16.178,-16.474,-15.982,-19.336,-10.361,-11.523,-6.0516,-11.722,-12.372,
11.359,-12.135,-12.365,-12.672,-13.885,-16.959,-15.475,-14.299,-11.12,-15.566,-15.253,
11.367,-4.9451,-5.1704,-4.7353,-7.6013,-7.2018,-15.873,-13.652,-10.536,-17.983,-14.703,
11.375,-4.4967,-2.972,-2.2606,-4.4229,-0.12642,-18.71,-17.13,-15.443,-25.64,-19.222,
11.383,-3.1471,-2.5356,1.9493,-0.40896,-0.91873,-16.689,-15.016,-15.918,-25.126,-19.117,
11.391,-12.102,-6.7465,-5.1152,-8.2023,-3.9963,-12.319,-12.935,-9.1862,-13.348,-13.485,
11.398,-7.5401,-5.6679,-0.44532,-0.16646,1.6228,-11.216,-10.077,-5.0905,-8.5515,-6.521,
11.406,-3.0155,-4.6376,-0.49712,-3.3004,0.34177,-14.058,-10.165,-6.8256,-11.868,-8.4526,
11.414,-8.0191,-7.3381,-4.1978,-5.3419,-7.0705,-13.551,-11.028,-8.3169,-16.644,-11.397,
11.422,-2.4027,-7.1362,-6.3088,-11.076,-9.7371,-6.6644,-8.1031,-7.4158,-14.187,-12.358,
11.43,-1.4344,-7.5654,-7.3625,-8.8085,-10.875,-6.6482,-8.7693,-9.1524,-12.74,-14.08,
11.438,0.62324,-6.9041,-5.6153,-3.8535,-8.5698,-6.9187,-11.912,-9.8679,-8.0044,-14.463,
11.445,-11.929,-9.1731,-10.073,-7.2977,-9.9868,-10.871,-15.487,-13.797,-11.024,-18.063,
11.453,1.7145,-1.2589,-2.4314,-7.2687,-2.7193,-6.8944,-6.0016,-6.5416,-5.2672,-7.7728,
11.461,0.29275,-0.79894,-3.1056,-7.1731,-2.7394,-2.2799,-2.416,-0.54632,-2.7977,-3.4794,
11.469,-4.8461,-8.1597,-7.6752,-11.215,-5.7257,-8.5765,-7.0368,-4.0113,-3.8637,-5.5729,
11.477,-15.457,-14.788,-13.574,-16.495,-12.633,-11.103,-12.208,-9.1573,-8.4638,-9.0683,
11.484,-12.181,-9.6482,-7.0369,-7.1459,-5.7855,-12.665,-11.511,-12.513,-13.248,-7.5921,
11.492,-7.3806,-8.0113,-6.4179,-7.919,-1.7876,-15.382,-12.818,-15.262,-14.494,-13.426,
11.5,-7.1276,-8.9233,-8.4236,-6.8091,-5.6073,-10.8,-11.33,-11.031,-6.2822,-12.079,
11.508,-16.118,-14.393,-17.724,-12.848,-14.183,-11.024,-15.663,-12.555,-9.1563,-16.277,
11.516,-19.838,-16.673,-21.864,-16.03,-16.776,-16.094,-17.445,-16.232,-13.884,-17.985,
11.523,-23.031,-22.2,-26.633,-17.026,-21.434,-17.148,-21.715,-21.366,-16.787,-23.212,
11.531,-18.88,-20.489,-22.674,-8.8043,-16.739,-19.044,-21.938,-21.926,-18.149,-22.267,
11.539,-18.767,-21.019,-24.817,-17.098,-18.593,-18.757,-20.301,-19.597,-20.686,-19.102,
11.547,-19.537,-13.118,-19.418,-18.989,-15.016,-8.9539,-8.8495,-8.5833,-9.6756,-4.6175,
11.555,-13.373,-4.2204,-10.497,-12.112,-6.224,-8.2295,-4.7829,-6.4597,-11.984,-1.108,
11.563,-13.949,-8.5522,-10.505,-9.5446,-7.3918,-15.179,-8.5061,-10.41,-14.195,-4.8676,
11.57,-4.6103,-7.0696,-4.6686,-9.6194,-5.0841,-15.296,-10.819,-10.864,-12.612,-6.8806,
11.578,-13.654,-9.2846,-11.265,-13.309,-7.1649,-15.285,-14.162,-13.094,-18.882,-13.401,
11.586,-10.5,-3.8132,-5.3462,-7.9229,-3.3371,-7.7584,-9.6299,-10.88,-17.91,-14.036,
11.594,-9.105,-2.0968,-1.9262,-0.48588,-3.9532,-5.5476,-8.0532,-8.7043,-8.9756,-11.053,
11.602,-6.5264,-4.5918,-4.6877,-9.478,-7.5679,-12.376,-11.273,-11.139,-11.085,-13.87,
11.609,-1.3312,-4.0839,-5.484,-7.0676,-8.3586,-2.3132,-5.0155,-4.1744,-7.5651,-8.8323,
11.617,-11.75,-7.1316,-10.859,-10.305,-10.899,-9.2699,-6.6958,-7.2753,-12.831,-8.9038,
11.625,-14.063,-7.0454,-8.7575,-7.2329,-5.0002,-14.705,-10.278,-8.4322,-10.258,-9.4276,
11.633,-7.9083,-5.0624,-4.9471,1.6013,1.2884,-17.978,-11.203,-12.67,-15.696,-9.9093,
11.641,-5.5528,-5.5471,-1.4502,0.19572,2.765,-17.373,-12.545,-13.292,-19.175,-13.637,
11.648,-11.388,-10.356,-6.2772,-6.4535,0.81086,-21.394,-17.931,-16.48,-17.354,-17.359,
11.656,-17.326,-17.979,-10.73,-5.4172,-4.1298,-24.563,-25.111,-24.847,-26.774,-27.255,
11.664,-24.745,-26.453,-18.705,-11.139,-12.73,-34.608,-34.407,-32.929,-34.966,-37.987,
11.672,-30.857,-28.541,-25.9,-20.231,-22.987,-30.792,-30.722,-27.536,-25.793,-32.406,
11.68,-25.125,-23.439,-21.839,-20.335,-24.551,-24.973,-24.178,-20.63,-21.559,-23.313,
11.688,-18.062,-19.204,-16.673,-13.938,-21.345,-26.223,-22.166,-17.749,-27.446,-21.275,
11.695,-13.29,-14.037,-11.867,-13.857,-17.395,-15.726,-14.687,-7.0608,-11.038,-12.55,
11.703,-16.378,-8.4083,-9.5239,-11.832,-6.8148,-11.28,-7.6283,-2.0685,-6.2952,-5.6579,
11.711,-10.91,-0.42073,-2.6108,-11.204,-2.3075,-2.0048,0.96531,4.913,-2.032,2.475,
11.719,-6.2718,4.067,1.1418,-8.1629,1.7112,-1.4099,2.0216,3.4921,-2.8228,3.3426,
11.727,2.0379,12.607,6.8436,-4.0822,8.6375,1.992,9.1266,8.107,-0.23948,7.2565,
11.734,11.021,17.313,14.611,4.9788,16.806,5.4615,10.805,9.8372,-4.6523,6.2055,
11.742,10.913,17.102,12.317,6.7787,14.746,4.7903,9.8666,8.1347,-3.4596,5.8211,
11.75,-4.3862,4.4486,-2.9796,-7.4458,0.41458,-1.8827,0.38373,0.75358,-7.8806,-2.1931,
11.758,-8.6544,-2.628,-7.5739,-8.3349,-4.7663,-8.7752,-7.3293,-5.6473,-10.76,-9.6317,
11.766,-10.822,-8.6188,-10.322,-9.1229,-9.2118,-15.246,-12.756,-10.029,-12.328,-11.518,
11.773,-9.3818,-13.594,-10.23,-7.8451,-11.704,-23.186,-20.239,-20.011,-22.607,-19.526,
11.781,-22.337,-22.222,-20.701,-16.547,-18.501,-24.524,-25.91,-22.161,-21.394,-22.115,
11.789,-25.024,-24.263,-22.925,-15.358,-20.906,-23.803,-28.858,-26.958,-27.207,-27.495,
11.797,-23.566,-22.86,-24.058,-21.485,-24.206,-23.536,-25.38,-24.203,-21.008,-25.875,
11.805,-13.035,-14.417,-12.299,-10.374,-18.35,-18.849,-16.406,-16.969,-17.38,-15.316,
11.813,-15.609,-8.9756,-9.716,-13.301,-10.558,-15.36,-9.6369,-12.159,-16.931,-8.9472,
11.82,-7.9128,-2.1037,-4.7055,-10.133,-5.7055,-5.5442,-1.2116,-3.4275,-8.7722,-0.35145,
11.828,-7.7906,-2.0124,-6.0372,-8.831,-9.0174,-6.3504,-3.6767,-4.1716,-4.9903,-2.6339,
11.836,-10.985,-4.6572,-7.5234,-7.0963,-7.941,-10.798,-6.027,-9.3944,-9.7364,-5.2535,
11.844,-6.5798,-5.8398,-9.4504,-8.5161,-9.6842,-3.3826,-5.8972,-8.7595,-8.5498,-7.9286,
11.852,-22.498,-13.65,-16.229,-12.337,-12.3,-9.1009,-11.397,-9.6942,-5.4045,-10.414,
11.859,-22.002,-16.138,-18.256,-16.01,-16.127,-13.727,-13.674,-13.614,-9.7053,-13.151,
11.867,-22.461,-14.775,-15.971,-10.544,-12.582,-14.015,-13.92,-14.223,-11.4,-14.47,
11.875,-20.182,-14.772,-14.63,-12.079,-9.5375,-20.874,-17.18,-17.408,-15.969,-13.177,
11.883,-17.739,-13.763,-12.139,-7.7,-9.8165,-18.67,-16.214,-18.16,-18.722,-14.214,
11.891,-13.849,-15.688,-13.173,-12.953,-13.733,-22.127,-19.654,-22.112,-25.354,-20.09,
11.898,-20.154,-13.66,-13.061,-12.552,-11.893,-21.175,-18.38,-19.458,-17.559,-18.628,
11.906,-19.178,-10.885,-8.0868,-7.6268,-3.4518,-23.917,-19.722,-20.99,-19.197,-19.217,
11.914,-8.1603,-5.008,-1.8857,1.7672,-2.5397,-16.376,-16.437,-17.093,-14.626,-16.146,
11.922,-2.2041,-4.8312,-2.3272,-6.5921,-2.3474,-15.002,-14.182,-14.867,-12.699,-14.544,
11.93,-18.819,-15.434,-17.894,-17.867,-15.386,-22.158,-18.118,-22.112,-18.296,-17.41,
11.938,-15.91,-12.107,-17.616,-16.111,-15.44,-15.611,-11.269,-16.021,-16.336,-11.419,
11.945,-12.62,-10.563,-16.504,-15.268,-17.215,-11.983,-9.5815,-14.697,-9.0825,-10.664,
11.953,-6.1644,-6.8808,-11.209,-16.78,-15.287,-6.9806,-7.6297,-12.164,-7.7879,-9.3669,
11.961,-11.732,-8.5863,-13.691,-17.963,-12.52,-13.003,-9.76,-13.292,-8.2716,-9.1906,
11.969,-20.736,-13.446,-19.149,-26.576,-16.73,-14.983,-12.471,-17.015,-13.841,-11.663,
11.977,-15.613,-13.295,-16.523,-19.747,-15.431,-14.742,-13.847,-16.783,-14.352,-13.453,
11.984,-21.902,-15.35,-20.615,-26.522,-15.932,-18.788,-17.863,-21.421,-21.413,-18.039,
11.992,-16.448,-11.241,-14.887,-14.291,-10.317,-12.888,-14.383,-17.691,-12.43,-15.709,
12,-13.092,-13.574,-13.778,-11.766,-12.877,-17.158,-18.341,-22.577,-19.937,-21.744,
12.008,-11.048,-13.089,-12.638,-10.265,-10.071,-17.58,-19.397,-22.116,-20.071,-20.533,
12.016,-18.261,-15.262,-17.126,-15.917,-12.15,-18.944,-17.652,-18.169,-18.332,-16.855,
12.023,-18.325,-14.246,-11.452,-9.2359,-12.529,-14.437,-15.3,-15.665,-19.256,-13.642,
12.031,-7.8416,-10.146,-9.4835,-12.017,-11.909,-10.031,-9.7222,-8.1102,-11.842,-4.8859,
12.039,-12.818,-12.101,-13.153,-13.179,-11.251,-4.9085,-8.0597,-6.1209,-7.4949,-3.1937,
12.047,-11.497,-14.295,-13.746,-9.8419,-12.244,-4.7225,-8.7004,-8.1627,-9.362,-4.3958,
12.055,-11.46,-14.915,-14.09,-11.437,-13.929,-5.1359,-9.9705,-11.534,-13.88,-10.362,
12.063,-1.8286,-2.5891,-4.5372,-1.2515,-6.9526,8.3082,1.677,2.4263,-0.12168,2.004,
12.07,9.2006,6.6218,4.665,-3.7991,0.5619,11.268,9.7405,8.0979,3.9462,8.7933,
12.078,6.8155,7.2582,5.6847,2.2299,4.0567,11.638,7.0845,3.3695,1.8582,5.8228,
12.086,19.584,13.659,13.404,10.052,9.1111,16.399,10.445,6.6232,3.5492,6.8635,
12.094,21.7,12.796,16.065,15.038,8.7982,16.678,10.806,7.9722,6.7704,5.5333,
12.102,25.087,15.673,18.537,13.876,10.752,22.369,13.761,13.587,12.177,10.689,
12.109,18.555,11.564,12.09,10.359,10.169,20.424,11.139,13.129,11.519,7.0045,
12.117,31.023,23.286,21.337,16.861,19.379,35.775,23.902,24.646,24.31,18.717,
12.125,36.32,29.208,29.837,27.024,26.847,38.953,28.541,27.274,26.175,22.001,
12.133,41.435,34.898,35.228,30.593,31.897,39.813,32.388,28.888,25.546,26.026,
12.141,35.508,30.313,25.686,16.573,26.637,30.232,26.132,22.268,20.498,20.077,
12.148,35.218,32.901,27.31,26.102,29.877,35.741,31.085,29.665,25.546,27.172,
12.156,33.426,30.898,28.154,27.66,25.891,30.836,27.106,23.301,16.473,20.698,
12.164,27.437,25.742,20.938,14.256,16.648,25.714,25.013,20.241,18.19,18.378,
12.172,27.63,26.915,19.216,14.313,15.687,29.419,25.662,20.851,17.847,18.635,
12.18,27.364,25.871,21.25,18.721,16.832,29.467,24.526,20.538,19.32,19.076,
12.188,27.557,22.804,19.871,15.367,12.418,22.531,19.53,15.102,15.068,13.415,
12.195,14.203,14.908,9.6357,5.2662,9.294,18.623,14.266,11.484,12.792,12.528,
12.203,4.5765,6.5061,0.22636,-2.8944,2.1319,10.337,7.9502,5.5712,3.9635,8.707,
12.211,-1.5089,1.8004,-5.0544,-6.7308,-0.64979,5.44,4.008,3.4308,1.9447,5.955,
12.219,-2.7799,1.6508,-5.5812,-4.0203,1.0177,1.9631,0.66567,-1.1015,-2.7679,0.027817,
12.227,-3.5627,0.23175,-7.9502,-6.6447,-0.69104,2.5814,-1.2198,-1.7481,-2.7268,-1.75,
12.234,-4.004,-2.4266,-7.6239,-8.2608,-3.3419,0.88151,-2.2344,-2.3248,-1.7669,-1.4728,
12.242,-5.0017,-2.9967,-7.2869,-7.5781,-2.9439,-1.2002,-2.7029,-2.7375,0.10058,-2.7022,
12.25,-6.5889,-2.4835,-9.2166,-9.6936,-2.0553,-0.028469,-3.2764,-5.6004,-4.3059,-5.459,
12.258,-7.8078,-2.5746,-9.907,-8.1423,-3.0439,-5.2168,-5.2405,-10.559,-12.777,-8.5743,
12.266,-5.4609,-3.481,-8.268,-3.9151,-2.6249,-9.1706,-7.5478,-14.041,-14.846,-11.881,
12.273,-6.1334,-4.8865,-11.61,-9.4047,-5.8316,-4.6271,-7.2404,-10.639,-10.134,-12.704,
12.281,-6.1338,-2.9707,-10.56,-13.198,-5.4054,6.0114,-2.4932,-2.5395,-9.5869,-6.9395,
12.289,-5.0671,1.0566,-5.2666,-6.3197,1.5748,6.0049,2.5953,1.3865,-1.0796,0.32955,
12.297,-6.947,-2.613,-7.0089,-5.2752,-2.3735,0.6148,0.23357,-1.1243,-0.76247,0.34866,
12.305,-8.9974,-5.9734,-12.589,-15.062,-10.068,-1.4735,-3.3782,-5.1393,-5.9046,-2.273,
12.313,-12.091,-3.393,-10.885,-13.999,-5.0153,-0.93616,-3.0953,-6.2001,-7.6521,-1.3308,
12.32,2.1244,4.2273,-2.3829,-2.9208,2.6493,-0.92034,1.4707,-4.9827,-5.7912,0.83013,
12.328,-3.1637,1.9934,-4.4609,-8.662,-0.15821,1.0502,1.4729,-4.8608,-7.8558,-1.2492,
12.336,-9.1445,-2.1766,-7.1738,-12.863,-1.939,-3.0394,-2.8323,-5.749,-7.5526,-3.6471,
12.344,-13.094,-6.9649,-9.1174,-9.2108,-1.8883,-8.6168,-8.8924,-11.132,-10.593,-8.9667,
12.352,-16.918,-10.794,-12.195,-11.494,-6.0454,-8.8165,-11.697,-14.208,-11.693,-10.428,
12.359,-13.654,-11.853,-13.708,-9.7603,-8.1182,-12.715,-13.701,-16.178,-15.064,-11.471,
12.367,-14.403,-9.4397,-13.431,-11.27,-7.9015,-8.0416,-8.1903,-12.532,-11.038,-6.029,
12.375,-19.947,-15.89,-20.317,-21.229,-17.863,-13.833,-13.581,-18.614,-21.192,-13.518,
12.383,-13.604,-12.935,-15.992,-18.556,-12.085,-8.4485,-9.4781,-14.399,-16.49,-9.8069,
12.391,-16.836,-13.73,-15.594,-15.359,-10.789,-12.26,-11.805,-14.141,-14.235,-9.8845,
12.398,-18.55,-10.73,-14.053,-20.714,-8.6764,-10.758,-9.8405,-9.9147,-12.162,-6.0948,
12.406,-19.01,-7.2021,-10.475,-16.029,-4.0809,-9.0091,-7.8993,-9.6488,-11.993,-5.0867,
12.414,-10.174,-5.3256,-8.2484,-11.914,-2.0464,-4.5684,-6.4218,-6.6791,-11.719,-2.5004,
12.422,-21.869,-14.62,-17.74,-17.891,-8.8571,-10.796,-11.663,-12.693,-15.6,-6.8412,
12.43,-16.046,-12.061,-14.786,-17.545,-9.9454,-12.908,-10.921,-12.728,-19.58,-6.1505,
12.438,-10.295,-4.2605,-6.8311,-13.544,-1.3649,-3.3497,-1.6692,-1.9532,-1.9525,1.7599,
12.445,-12.925,-6.385,-9.2358,-13.262,-1.9639,-2.9578,-2.3764,-2.9697,-5.6757,-0.66463,
12.453,-13.592,-9.828,-12.196,-16.452,-5.292,-2.2009,-5.9792,-7.8941,-7.0464,-6.5771,
12.461,-19.707,-14.73,-18.641,-21.886,-9.9882,-10.512,-12.499,-13.964,-12.509,-9.5492,
12.469,-16.775,-14.701,-18.005,-18.729,-8.2244,-14.974,-13.628,-14.268,-11.655,-10.159,
12.477,-20.576,-15.085,-16.783,-16.157,-7.8663,-10.712,-11.462,-11.832,-14.25,-8.9147,
12.484,-22.216,-17.45,-21.193,-25.19,-11.301,-10.869,-14.847,-12.394,-17.766,-11.241,
12.492,-17.078,-10.252,-14.852,-18.008,-4.4646,-5.3402,-10.401,-8.5318,-8.8283,-7.0089,
12.5,-4.746,-1.7883,-5.5962,-13.976,1.5784,-0.43541,-2.0739,-2.8941,-5.6146,0.82806,
12.508,-9.4573,-9.2286,-8.9782,-16.529,-3.8686,-7.8305,-8.9694,-8.9213,-12.616,-5.9841,
12.516,-24.414,-14.915,-19.048,-26.636,-7.7948,-14.79,-12.275,-11.966,-18.894,-7.3187,
12.523,-21.438,-13.9,-17.474,-21.499,-10.063,-9.5008,-12.682,-12.061,-18.169,-8.7489,
12.531,-16.999,-14.793,-17.686,-20.519,-12.084,-9.0046,-12.26,-12.016,-17.389,-7.6485,
12.539,-18.242,-15.402,-16.313,-16.297,-12.65,-9.0463,-13.598,-11.13,-16.585,-11.257,
12.547,-15.481,-9.7416,-14.938,-18.635,-8.8439,-0.065175,-6.0658,-0.40015,-7.9177,-1.9762,
12.555,-11.946,-11.449,-15.993,-20.273,-12.847,-5.6277,-9.4585,-4.6692,-14.029,-6.4999,
12.563,-20.497,-15.777,-21.345,-25.23,-16.64,-11.837,-15.09,-10.269,-18.295,-10.32,
12.57,-19.743,-14.162,-20.502,-23.24,-10.97,-9.6586,-11.913,-7.5251,-18.14,-4.7202,
12.578,-14.146,-8.8177,-13.223,-11.963,0.41826,-5.0502,-7.0053,-5.9222,-13.822,-2.6686,
