Time,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,Sampling rate
29.875,-23.226,-19.89,-22.317,-5.9822,-11.954,-30.612,-27.009,-30.552,-34.954,-27.053,
29.883,-33.058,-24.426,-31.454,-15.31,-16.144,-32.069,-28.359,-32.115,-36.788,-29.368,
29.891,-38.269,-31.329,-37.998,-16.452,-23.223,-34.323,-31.053,-30.904,-41.63,-30.09,
29.898,-35.718,-30.684,-38.739,-17.963,-25.461,-34.126,-29.908,-29.001,-40.399,-28.364,
29.906,-28.508,-25.133,-34.049,-14.766,-23.944,-23.581,-24.012,-24.51,-38.202,-25.089,
29.914,-41.791,-30.376,-40.37,-24.736,-24.534,-30.511,-27.751,-27.756,-40.247,-27.795,
29.922,-35.781,-29.02,-37.758,-20.687,-25.409,-33.896,-28.367,-28.953,-37.708,-28.703,
29.93,-27.603,-21.812,-30.792,-11.671,-22.867,-28.242,-22.308,-22.329,-32.993,-21.301,
29.938,-36.938,-26.047,-39.341,-28.71,-29.883,-25.514,-21.371,-21.653,-33.85,-21.349,
29.945,-37.229,-24.2,-37.318,-22.695,-29.777,-17.375,-15.917,-15.538,-22.064,-16.197,
29.953,-32.323,-22.038,-36.205,-21.653,-28.672,-20.446,-15.829,-17.432,-24.873,-17.785,
29.961,-31.309,-20.93,-33.4,-17.854,-27.561,-21.056,-17.354,-19.225,-25.48,-18.573,
29.969,-21.396,-17.913,-27.838,-14.344,-22.204,-23.681,-19.511,-21.576,-29.685,-19.565,
29.977,-15.546,-14.705,-20.872,-9.2923,-17.223,-19.482,-17.158,-19.954,-25.252,-17.141,
29.984,-22.94,-16.364,-24.1,-13.871,-19.22,-18.637,-19.35,-22.913,-33.784,-22.221,
29.992,-27.275,-18.945,-27.133,-15.441,-21.888,-25.566,-21.833,-25.264,-35.047,-24.571,
30,-16.671,-12.612,-19.18,-8.9913,-14.291,-20.155,-15.181,-20.186,-26.957,-19.037,
30.008,-17.254,-9.7999,-18.815,-9.4794,-10.113,-12.016,-9.7403,-13.99,-19.547,-13.603,
30.016,-14.655,-8.3728,-16.304,-4.3929,-12.665,-8.2263,-10.497,-11.941,-19.986,-13.605,
30.023,-17.512,-8.6503,-16.544,-7.1105,-9.4382,-16.657,-12.22,-16.923,-21.594,-12.773,
30.031,-21.696,-13.065,-22.211,-11.614,-15.844,-16.695,-13.403,-18.261,-20.983,-12.32,
30.039,-27.606,-20.821,-28.04,-16.568,-21.149,-18.255,-19.366,-22.226,-26.026,-20.265,
30.047,-31.997,-28.175,-31.322,-22.085,-24.379,-29.899,-29.495,-29.907,-35.575,-28.317,
30.055,-40.731,-29.466,-33.628,-16.665,-21.51,-29.922,-27.771,-29.091,-32.528,-27.004,
30.063,-32.922,-27.076,-33.561,-19.105,-29.369,-29.762,-26.238,-26.815,-30.309,-24.637,
30.07,-29.349,-20.543,-28.01,-17.033,-23.804,-23.847,-19.162,-20.608,-26.359,-19.488,
30.078,-29.534,-17.192,-28.057,-21.711,-22.512,-21.18,-15.23,-17.793,-24.087,-16.582,
30.086,-26.114,-11.824,-24.359,-17.306,-20.95,-11.552,-8.5926,-11.726,-19.533,-12.195,
30.094,-15.406,-10.793,-20.688,-12.993,-18.295,-11.366,-8.988,-12.457,-22.34,-15.284,
30.102,-20.28,-14.666,-24.591,-10.639,-18.987,-17.933,-13.888,-16.961,-26.866,-16.414,
30.109,-27.112,-21.514,-30.506,-20.878,-24.312,-25.782,-23.612,-29.277,-35.826,-28.109,
30.117,-32.36,-25.517,-31.997,-25.542,-23.421,-29.245,-25.839,-30.901,-36.89,-27.434,
30.125,-20.278,-18.807,-23.045,-13.874,-17.897,-25.227,-21.264,-24.035,-28.783,-22.29,
30.133,-27.384,-21.262,-26.075,-20.817,-20.622,-29.786,-24.612,-25.73,-30,-22.604,
30.141,-34.332,-21.869,-29.119,-21.12,-18.887,-28.803,-22.871,-24.994,-30.254,-21.627,
30.148,-30.308,-21.118,-29.408,-22.964,-18.327,-28.939,-21.827,-25.428,-29.66,-22.661,
30.156,-17.876,-18.85,-22.29,-6.5381,-16.088,-29.855,-23.863,-27.214,-37.486,-25.991,
30.164,-22.638,-20.548,-25.324,-11.688,-17.593,-23.663,-21.228,-25.474,-34.485,-25.149,
30.172,-22.379,-17.333,-24.455,-9.2246,-18.224,-24.949,-20.17,-24.544,-32.843,-24.261,
30.18,-31.439,-25.972,-33.627,-19.579,-29.132,-32.203,-26.92,-30.32,-36.575,-31.015,
30.188,-26.171,-23.121,-28.647,-18.03,-30.75,-30.276,-22.851,-25.175,-32.254,-25.257,
30.195,-20.663,-16.154,-24.061,-15.169,-24.677,-19.132,-13.909,-16.153,-23.385,-17.688,
30.203,-14.469,-11.637,-18.013,-9.3175,-17.364,-15.563,-11.136,-14.356,-24.206,-14.42,
30.211,-13.247,-12.309,-20.748,-12.455,-21.78,-10.418,-12.34,-13.229,-24.22,-16.727,
30.219,-14.631,-13.957,-23.287,-17.187,-22.127,-18.367,-18.453,-22.357,-33.552,-24.853,
30.227,-32.685,-22.729,-30.426,-19.837,-22.854,-28.524,-24.525,-27.247,-36.252,-26.06,
30.234,-25.627,-18.924,-23.479,-12.148,-17.89,-27.864,-23.971,-27.212,-36.394,-25.455,
30.242,-8.4362,-6.1841,-10.83,-1.5373,-8.3954,-14.677,-12.874,-16.309,-31.613,-18.27,
30.25,-9.1462,-4.1342,-8.4907,5.7048,-5.1667,-16.294,-9.0289,-13.776,-25.53,-15.923,
30.258,-4.335,-2.1024,-7.2009,1.799,-7.876,-9.5215,-6.0032,-10.06,-20.82,-12.311,
30.266,-29.192,-19.909,-26.442,-17.526,-22.934,-21.942,-20.541,-21.273,-31.856,-23.264,
30.273,-30.583,-28.203,-31.534,-17.526,-29.489,-29.743,-27.28,-29.959,-36.531,-27.645,
30.281,-44.362,-34.361,-40.614,-27.322,-35.728,-32.102,-30.964,-33.916,-37.316,-29.819,
30.289,-38.75,-34.412,-42.542,-26.699,-37.696,-28.58,-30.299,-30.847,-36.452,-30.157,
30.297,-43.118,-36.664,-44.031,-28.692,-38.613,-35.427,-32.577,-31.269,-34.895,-29.981,
30.305,-33.734,-35.106,-38.496,-20.725,-36.181,-34.69,-32.783,-29.679,-38.24,-31.832,
30.313,-30.313,-26.125,-31.46,-21.191,-28.382,-22.582,-26.1,-24.585,-35.138,-26.091,
30.32,-33.161,-20.578,-28.366,-16.435,-24.745,-18.255,-20.038,-19.934,-28.572,-21.333,
30.328,-31.654,-21.61,-29.325,-20.94,-23.536,-25.251,-23.882,-26.007,-39.634,-23.304,
30.336,-25.6,-21.715,-26.577,-15.753,-23.386,-23.381,-23.298,-21.666,-30.651,-20.037,
30.344,-19.035,-20.235,-21.264,-9.7281,-18.504,-26.107,-24.855,-25.99,-28.585,-24.558,
30.352,-43.743,-29.063,-34.985,-29.1,-26.024,-27.349,-27.882,-29.969,-32.827,-26.417,
30.359,-36.395,-27.511,-32.032,-22.355,-28.111,-24.332,-26.358,-28.388,-35.051,-23.793,
30.367,-30.688,-25.906,-29.526,-20.347,-27.493,-27.521,-27.968,-29.233,-36.573,-26.673,
30.375,-29.455,-27.029,-30.179,-17.989,-28.92,-28.794,-28.946,-29.398,-38.991,-29.839,
30.383,-28.001,-24.646,-29.207,-13.766,-31.285,-21.442,-24.126,-25.899,-34.225,-28.684,
30.391,-17.068,-17.983,-21.87,-10.546,-26.565,-13.467,-14.496,-19.378,-27.917,-21.489,
30.398,-12.722,-13.185,-17.461,-9.8458,-20.265,-13.868,-15.791,-18.135,-27.328,-23.765,
30.406,1.7787,-1.3571,-4.4036,7.1503,-10.349,-7.0416,-7.5414,-8.1936,-20.408,-14.425,
30.414,9.2227,7.279,0.59667,10.932,-1.3186,-0.045614,0.12046,-3.7558,-16.757,-8.0002,
30.422,14.35,12.261,7.231,12.527,5.2151,5.1382,3.9667,-3.2865,-15.573,-6.0248,
30.43,15.819,9.965,9.0435,19.105,4.4739,4.5676,1.7407,-3.0033,-10.353,-6.7903,
30.438,9.6941,2.5766,0.72976,8.081,-1.7385,2.365,-2.6864,-3.7461,-14.622,-10.362,
30.445,5.0157,1.127,-3.6542,2.1101,-9.5966,6.0665,-0.24096,-0.4183,-10.844,-7.3743,
30.453,26.617,12.984,12.4,15.58,-0.93661,15.344,8.3036,7.7817,-4.2907,1.177,
30.461,4.4857,2.0609,-2.649,2.649,-9.6748,13.52,4.8655,4.8153,-5.4172,-0.32784,
30.469,9.9492,5.8797,0.85541,8.6454,-7.0571,22.076,9.463,10.321,3.6379,3.5459,
30.477,8.8532,4.2758,2.089,7.6203,-10.245,6.2291,3.9633,-0.60001,-9.4062,-5.075,
30.484,14.795,8.724,7.896,9.5148,-2.8579,0.79602,2.6402,-2.3853,-10.392,-2.348,
30.492,7.4695,7.7684,4.6308,6.4646,-0.73154,-0.69258,-0.45744,-5.6185,-14.762,-5.438,
30.5,5.0674,5.0656,2.7604,7.7248,-1.6045,3.4051,1.512,-0.62736,-6.2294,-2.0833,
30.508,-9.8993,-2.3596,-7.3936,-2.7958,-8.5128,-4.8078,-5.692,-8.549,-17.365,-9.5864,
30.516,-13.315,-3.3527,-8.0329,0.040284,-7.2401,-1.0631,-4.666,-6.8627,-18.543,-8.8714,
30.523,1.645,2.4294,-0.28706,0.51325,-2.5331,-3.7425,-4.4681,-8.1148,-14.495,-7.1842,
30.531,-12.034,-6.2283,-11.031,-8.118,-9.7598,-11.974,-10.191,-16.655,-17.935,-14.136,
30.539,-14.441,-9.3507,-11.365,-2.4047,-14.401,-18.881,-15.192,-20.889,-22.206,-20.722,
30.547,-17.388,-11.786,-14.766,-10.474,-18.214,-15.741,-16.03,-21.68,-24.913,-21.909,
30.555,-12.96,-6.2765,-10.839,-8.6461,-13.701,-1.1756,-5.2834,-9.5702,-12.109,-13.092,
30.563,-3.2911,-3.6229,-7.6329,-5.5456,-17.532,4.1666,-1.2404,-7.0432,-11.903,-9.8066,
30.57,-13.429,-11.732,-15.875,-12.767,-25.836,-6.8822,-10.135,-13.807,-13.916,-16.935,
30.578,-15.256,-12.533,-18.26,-11.731,-24.84,-11.79,-13.849,-19.055,-15.685,-16.882,
30.586,-26.696,-22.734,-25.684,-17.063,-32.058,-22.306,-22.541,-26.343,-24.953,-26.778,
30.594,-26.549,-25.601,-28.688,-21.151,-36.956,-30.344,-27.336,-31.301,-30.16,-26.441,
30.602,-30.851,-22.964,-27.963,-24.154,-33.529,-21.516,-21.065,-23.532,-21.997,-20.302,
30.609,-33.867,-23.372,-28.17,-25.638,-30.945,-23.828,-23.595,-25.344,-25.133,-25.531,
30.617,-28.51,-21.686,-23.684,-19.04,-26.6,-29.326,-26.34,-29.245,-29.02,-27.439,
30.625,-26.179,-19.072,-21.482,-12.608,-19.356,-33.777,-26.309,-31.449,-34.183,-27.973,
30.633,-28.189,-19.723,-20.435,-11.675,-22.597,-31.24,-26.372,-29.345,-29.041,-28.343,
30.641,-28.447,-21.942,-22.547,-17.67,-25.268,-29.669,-28.789,-31.051,-34.205,-32.491,
30.648,-30.846,-25.937,-25.202,-19.273,-29.273,-32.486,-32.744,-36.508,-43.994,-35.701,
30.656,-34.226,-26.862,-27.709,-24.665,-30.599,-31.908,-30.563,-30.554,-37.879,-30.785,
30.664,-34.352,-24.616,-29.46,-25.022,-30.808,-27.901,-26.312,-27.895,-32.486,-25.578,
30.672,-28.004,-19.42,-24.322,-20.304,-29.487,-17.88,-18.688,-21.094,-28.252,-18.216,
30.68,-27.619,-20.162,-25.026,-23.398,-29.852,-19.506,-19.673,-22.888,-33.924,-21.929,
30.688,-25.939,-17.006,-22.972,-24.324,-27.416,-18.502,-17.309,-18.848,-25.219,-17.427,
30.695,-23.251,-16.637,-21.687,-21.208,-28.264,-16.558,-14.857,-16.962,-20.201,-15.179,
30.703,-33.822,-23.603,-29.873,-29.688,-36.514,-20.309,-18.995,-19.697,-20.719,-18.185,
30.711,-33.625,-23.954,-29.268,-30.676,-35.79,-20.508,-21.737,-22.839,-21.174,-19.612,
30.719,-43.066,-31.541,-34.732,-34.826,-40.35,-33.794,-32.458,-35.859,-33.455,-31.715,
30.727,-21.669,-17.887,-16.114,-13.917,-23.771,-27.616,-24.125,-28.085,-29.419,-24.836,
30.734,-27.462,-19.153,-20.017,-23.006,-23,-30.504,-23.108,-27.111,-28.43,-22.501,
30.742,-22.719,-13.701,-13.323,-17.782,-16.215,-18.387,-17.227,-21.934,-21.543,-16.986,
30.75,-23.815,-13.186,-13.873,-11.952,-14.169,-18.214,-16.151,-22.682,-24.706,-16.432,
30.758,-28.473,-18.172,-18.481,-18.59,-20.428,-26.28,-21.717,-24.691,-23.893,-19.036,
30.766,-19.383,-16.009,-14.98,-12.279,-18.985,-25.309,-20.548,-25.032,-26.454,-20.275,
30.773,-25.021,-19.891,-17.934,-14.027,-18.916,-25.621,-22.995,-27.745,-31.31,-22.911,
30.781,-29.989,-24.681,-22.989,-17.404,-25.237,-24.251,-24.217,-26.853,-30.117,-21.775,
30.789,-34.959,-32.867,-30.282,-23,-36.82,-30.854,-29.185,-28.006,-30.744,-25.032,
30.797,-35.317,-32.602,-32.882,-27.314,-40.386,-22.821,-26.51,-25.145,-28.719,-22.687,
30.805,-46.221,-38.214,-42.231,-36.697,-47.377,-26.204,-29.612,-30.135,-26.532,-27.534,
30.813,-44.796,-38.856,-41.823,-36.974,-45.47,-28.126,-31.489,-31.128,-31.194,-30.61,
30.82,-38.464,-30.787,-35.432,-31.964,-37.967,-22.261,-25.652,-25.727,-19.517,-25.227,
30.828,-36.19,-28.4,-32.463,-31.77,-34,-22.615,-25.059,-24.88,-18.786,-26.224,
30.836,-28.334,-21.82,-24.647,-20.528,-26.354,-20.279,-21.074,-24.876,-21.591,-22.468,
30.844,-37.581,-23.156,-27.141,-27.221,-23.286,-16.411,-17.446,-18.341,-18.566,-15.936,
30.852,-36.595,-24.517,-28.712,-28.811,-28.057,-17.194,-19.394,-19.546,-15.247,-16.231,
30.859,-35.856,-26.757,-28.143,-27.858,-28.486,-23.46,-25.812,-26.095,-24.82,-24.906,
30.867,-33.951,-28.194,-28.371,-31.56,-28.667,-31.739,-30.382,-31.205,-31.414,-27.388,
30.875,-30.935,-27.889,-26.661,-22.174,-30.099,-29.67,-31.581,-32.047,-27.108,-31.811,
30.883,-32.311,-30.594,-30.055,-21.015,-34.02,-32.717,-35.973,-36.533,-35.367,-36.617,
30.891,-36.375,-31.705,-32.547,-31.841,-36.183,-27.817,-34.116,-36.93,-33.237,-36.539,
30.898,-27.502,-28.148,-25.573,-18.986,-31.582,-26.048,-31.164,-35.383,-29.649,-32.734,
30.906,-27.111,-32.339,-29.642,-20.94,-37.769,-30.578,-35.205,-37.477,-28.297,-34.906,
30.914,-40.271,-38.654,-36.824,-31.841,-41.271,-35.253,-38.973,-40.945,-30.328,-38.545,
30.922,-39.591,-39.081,-38.548,-32.097,-42.388,-34.891,-37.983,-38.515,-32.323,-36.534,
30.93,-33.925,-31.859,-30.84,-20.579,-36.976,-27.142,-31.081,-34.191,-32.701,-31.705,
30.938,-22.996,-24.396,-23.819,-19.887,-33.066,-23.416,-27.126,-30.408,-27.036,-28.925,
30.945,-26.137,-26.854,-26.219,-23.886,-33.966,-22.71,-27.867,-29.45,-23.126,-29.64,
30.953,-36.876,-29.524,-30.406,-25.376,-32.917,-29.798,-30.568,-30.606,-25.921,-30.714,
30.961,-34.602,-30.836,-27.975,-24.46,-34.168,-36.495,-32.417,-33.853,-30.932,-32.83,
30.969,-29.51,-27.767,-24.8,-23.181,-33.989,-26.078,-30.166,-29.692,-26.672,-31.618,
30.977,-33.526,-29.304,-28.87,-26.511,-34.987,-29.674,-31.94,-32.186,-31.766,-33.422,
30.984,-39.937,-34.1,-30.255,-22.504,-36.106,-34.85,-36.554,-39.463,-36.677,-40.689,
30.992,-30.043,-33.428,-26.259,-16.589,-34.62,-38.89,-40.282,-40.948,-37.713,-44.066,
31,-29.091,-29.785,-23.356,-19.974,-29.954,-35.587,-37,-39.262,-35.368,-38.12,
31.008,-33.686,-26.462,-21.974,-17.452,-23.077,-32.348,-31.943,-31.18,-27.935,-30.531,
31.016,-30.108,-24.716,-22.764,-20.039,-25.971,-30.416,-31.32,-31.266,-30.736,-31.985,
31.023,-20.814,-19.639,-16.07,-14.257,-21.424,-32.927,-30.076,-33.442,-32.362,-31.13,
31.031,-18.443,-21.357,-14.89,-11.765,-18.916,-29.887,-30.753,-34.612,-36.112,-33.844,
31.039,-35.989,-29.507,-27.441,-24.064,-26.463,-36.658,-36.735,-39.477,-38.292,-39.273,
31.047,-39.584,-32.649,-29.705,-20.991,-33.589,-38.688,-37.899,-40.814,-37.785,-39.597,
31.055,-26.335,-30.396,-22.518,-16.172,-32.884,-37.728,-36.387,-39.359,-35.957,-36.564,
31.063,-29.384,-30.552,-23.297,-16.458,-31.696,-37.099,-38.534,-40.533,-36.958,-39.783,
31.07,-22.825,-28.312,-22,-16.666,-31.96,-36.724,-36.721,-41.033,-35.489,-38.093,
31.078,-30.32,-32.624,-26.921,-21.147,-31.29,-36.745,-39.208,-39.953,-32.841,-39.212,
31.086,-31.883,-30.544,-25.473,-17.176,-29.261,-37.506,-39.037,-42.098,-36.578,-41.044,
31.094,-28.734,-28.379,-23.641,-16.53,-30.164,-36.678,-36.736,-39.833,-34.775,-39.921,
31.102,-30.067,-32.738,-28.106,-19.609,-34.408,-34.124,-37.849,-39.69,-33.523,-41.6,
31.109,-27.712,-29.64,-26.007,-21.919,-33.575,-25.799,-32.539,-33.817,-29.478,-34.148,
31.117,-34.192,-32.113,-28.149,-20.485,-34.253,-30.721,-33.52,-35.679,-30.412,-35.411,
31.125,-28.644,-31.953,-25.335,-21.36,-34.211,-34.347,-35.584,-36.973,-30.996,-37.432,
31.133,-35.327,-34.505,-29.528,-18.36,-34.359,-38.46,-39.002,-43.448,-37.245,-41.577,
31.141,-33.217,-37.035,-28.718,-17.306,-33.196,-41.823,-42.086,-46.841,-39.683,-45.26,
31.148,-32.942,-36.528,-27.849,-17.097,-33.417,-41.013,-42.615,-45.006,-33.95,-43.814,
31.156,-27.703,-33.778,-26.575,-18.236,-35.29,-38.734,-40.091,-43.582,-35.09,-43.069,
31.164,-29.019,-31.375,-24.843,-17.113,-30.48,-38.482,-39.615,-44.073,-38.39,-43.343,
31.172,-31.495,-31.897,-25.414,-11.95,-29.206,-39.615,-40.988,-43.876,-34.478,-43.741,
31.18,-18.872,-21.161,-15.486,-5.9437,-22.987,-27.979,-29.561,-33.17,-26.89,-29.521,
31.188,-11.108,-13.416,-10.626,-3.304,-17.57,-18.233,-20.708,-23.623,-15.633,-21.398,
31.195,-14.625,-14.648,-11.763,-6.8766,-19.31,-19.367,-21.058,-25.565,-18.48,-24.373,
31.203,-9.8313,-12.013,-10.313,-5.232,-19.94,-15.369,-16.761,-19.8,-11.156,-18.945,
31.211,-10.551,-13.051,-11.579,-8.7061,-19.679,-16.108,-16.974,-21.941,-13.599,-20.912,
31.219,-10.378,-11.042,-10.638,-5.6754,-17.047,-12.049,-12.929,-15.934,-9.4396,-16.02,
31.227,-14.813,-15.073,-17.252,-15.041,-20.882,-12.415,-15.786,-19.395,-11.235,-19.742,
31.234,-17.128,-17.037,-15.678,-14.548,-18.709,-17.11,-18.717,-23.121,-14.37,-21.604,
31.242,-1.8642,-9.1134,-7.5364,-2.6127,-14.268,-13.168,-13.735,-19.228,-10.964,-18.547,
31.25,-7.4861,-11.504,-10.921,-8.792,-13.973,-19.618,-16.557,-24.8,-14.439,-22.123,
31.258,-15.558,-17.285,-17.389,-11.606,-20.984,-17.417,-20.299,-26.092,-15.324,-24.45,
31.266,-26.857,-25.448,-25.901,-18.403,-28.257,-27.606,-27.365,-34.45,-24.095,-30.921,
31.273,-13.858,-21.491,-19.578,-9.4169,-22.777,-26.098,-28.195,-33.316,-23.014,-29.818,
31.281,-10.384,-18.807,-16.358,-5.049,-21.369,-24.86,-27.801,-33.391,-21.918,-29.941,
31.289,-11.759,-20.715,-16.632,-4.1453,-23.136,-29.949,-30.783,-37.801,-33.339,-32.967,
31.297,-4.5304,-13.399,-9.4925,0.043422,-15.943,-18.576,-22.182,-27.489,-20.344,-24.48,
31.305,-0.33694,-14.324,-9.825,2.3672,-17.993,-14.632,-22.709,-26.651,-15.288,-27.046,
31.313,13.316,-4.3496,-0.57954,7.6961,-9.1426,-1.8064,-10.489,-14.326,-2.8953,-15.257,
31.32,13.922,-2.2651,0.86263,11.387,-5.9733,1.5536,-9.3338,-12.592,-1.5577,-13.988,
31.328,21.704,4.2564,8.6765,22.089,-3.8969,7.822,-2.6532,-5.9227,5.183,-7.9453,
31.336,22.927,7.1461,8.2432,18.506,-3.811,17.437,3.8511,0.77644,9.5863,-4.5512,
31.344,18.152,6.8607,6.8417,13.889,-4.3668,16.381,3.7591,2.4113,7.5116,-4.3994,
31.352,22.904,11.015,10.597,16.261,1.7263,18.73,7.4032,6.2367,12.646,1.9745,
31.359,32.46,11.902,16.098,27.357,4.7324,16.523,5.5287,0.72378,8.3213,-1.1752,
31.367,28.436,14.051,17.403,23.617,6.9053,21.83,8.4455,5.5085,12.822,0.61644,
31.375,19.036,13.553,13.819,21.316,4.3377,19.074,8.6622,5.5623,11.635,0.54071,
31.383,27.661,17.67,19.487,25.658,10.459,21.048,12.848,10.037,12.158,7.7404,
31.391,23.078,12.712,14.758,23.229,6.0261,11.065,5.7079,4.8415,9.0378,1.8546,
31.398,22.987,10.415,13.244,22.372,2.6995,6.5132,2.2408,-0.92138,4.4929,-3.5579,
31.406,21.632,8.9837,10.318,16.599,1.0103,10.475,4.0983,-0.2947,6.3704,-1.3729,
31.414,6.49,-0.33446,-0.60943,13.863,-8.02,1.3848,-5.6539,-8.7522,1.5505,-12.204,
31.422,9.0734,-0.24737,0.80279,9.3612,-9.8805,-0.52484,-5.9144,-10.988,0.88768,-13.241,
31.43,4.5449,-2.4434,-1.523,6.1877,-10.158,1.714,-7.23,-11.026,1.6582,-13.103,
31.438,7.9538,-1.0758,1.0494,9.0403,-8.2191,1.4625,-2.8553,-7.1845,7.1235,-7.891,
31.445,0.63398,-3.7209,-4.1327,4.7296,-11.841,-0.93174,-4.6839,-9.6953,3.9905,-10.536,
31.453,2.2692,-5.5601,-2.8599,5.0918,-14.896,-3.6946,-8.0675,-12.616,-0.57431,-13.821,
31.461,-0.99436,-4.3527,-1.5288,5.172,-8.2802,-0.73108,-6.0288,-8.1931,4.9892,-8.938,
31.469,1.0266,-5.063,0.95506,11.902,-4.1489,-12.749,-12.513,-17.883,-7.614,-16.16,
31.477,-6.3251,-9.9933,-4.5292,1.3901,-7.6801,-16.588,-17.102,-21.818,-7.5514,-19.666,
31.484,-3.3151,-7.326,-1.1162,3.5939,-3.3021,-11.71,-13.359,-17.386,-3.0068,-14.085,
31.492,-6.2385,-7.791,-2.5525,4.057,-3.6409,-11.69,-12.617,-17.12,-8.5196,-16.103,
31.5,-7.2101,-4.9556,-1.7436,6.4762,-1.0439,-12.645,-9.6802,-16.371,-4.9226,-12.533,
31.508,-4.077,-1.1554,0.59647,4.7226,-1.9878,-6.5318,-3.8555,-9.3942,0.81006,-6.6518,
31.516,3.218,2.3105,5.4828,6.2788,-1.4735,-4.3361,-3.0078,-8.615,1.333,-6.1368,
31.523,1.7182,0.7901,3.825,6.1947,-1.1956,-5.5449,-5.5601,-9.4319,-0.66642,-11.568,
31.531,7.6875,5.4892,8.4336,11.239,7.0617,-4.3771,-2.3464,-7.7154,3.1765,-7.2378,
31.539,-9.277,-4.0238,-0.88815,1.682,-2.7438,-7.7969,-9.8764,-13.444,-5.5178,-11.567,
31.547,-10.79,-9.946,-7.1155,1.1199,-11.364,-8.8167,-13.014,-12.153,-2.2923,-12.218,
31.555,-0.3654,-5.8147,-0.8603,1.1123,-7.322,-13.911,-12.493,-15.672,-6.6658,-12.022,
31.563,-12.317,-12.345,-6.1322,-4.4257,-9.2129,-23.588,-20.565,-24.248,-14.469,-19.574,
31.57,-1.1589,-5.7033,-0.66346,2.2969,-6.0815,-15.556,-15.639,-20.236,-10.616,-15.351,
31.578,-5.9979,-6.5871,-2.3205,-0.097441,-6.0791,-11.41,-15.717,-18.596,-8.9797,-17.075,
31.586,-14.133,-16.295,-9.2049,-7.5352,-12.338,-27.612,-25.394,-31.745,-25.025,-28.307,
31.594,-11.735,-12.581,-6.2561,-6.0322,-12.003,-12.076,-15.184,-17.676,-8.548,-15.65,
31.602,-1.6753,-3.964,0.62724,2.9821,-4.9102,-9.7463,-10.205,-11.276,-1.0274,-10.686,
31.609,-8.8627,-4.6472,-1.1792,0.29181,-5.4631,-8.6976,-7.7588,-8.2108,0.14463,-5.6311,
31.617,-10.756,-7.4367,-5.0204,-3.5153,-5.8313,-13.758,-11,-11.868,-6.3424,-9.1141,
31.625,-16.218,-9.5773,-6.102,-6.7213,-5.8239,-13.866,-12.12,-12.771,-6.3852,-9.1981,
31.633,-22.504,-17.493,-13.358,-12.769,-12.86,-17.27,-17.048,-17.227,-9.6413,-14.219,
31.641,-12.476,-12.306,-7.5494,-5.832,-11.263,-16.7,-15.638,-17.868,-12.35,-13.7,
31.648,-8.9978,-7.2059,-1.377,-3.5794,-6.1589,-11.74,-11.908,-15.82,-7.7016,-11.509,
31.656,-13.634,-8.3589,-4.4832,-4.0832,-5.9984,-12.898,-14.087,-16.671,-9.2316,-12.682,
31.664,-15.04,-9.5248,-6.2563,-2.6326,-6.5935,-14.097,-14.574,-17.426,-9.5894,-14.323,
31.672,-17.294,-13.559,-10.656,-9.096,-10.724,-21.31,-19.207,-21.579,-12.58,-18.938,
31.68,-18.726,-13.231,-9.9238,-6.2053,-11.592,-14.365,-14.65,-16.888,-9.484,-13.585,
31.688,-15.926,-11.233,-9.06,-5.3465,-13.52,-8.2232,-10.889,-13.601,-5.9606,-10.263,
31.695,-11.587,-8.3987,-5.7422,-4.0289,-12.046,-10.329,-9.2921,-12.418,-5.6113,-8.1913,
31.703,-5.5582,-5.6549,-1.5231,1.1284,-8.0391,-7.8978,-8.7571,-11.419,-4.1484,-8.8114,
31.711,-13.786,-8.1881,-3.1688,-0.013988,-5.0269,-8.6227,-9.5497,-12.624,-1.0806,-6.8982,
31.719,-14.933,-10.872,-7.3886,-2.2706,-9.9573,-10.463,-13.709,-15.702,-9.3948,-12.125,
31.727,-9.6389,-6.2541,-2.1735,6.8059,-5.1367,-5.2451,-9.3058,-8.01,-3.2488,-7.4391,
31.734,-8.7842,-5.5972,-1.8277,7.2816,-3.0498,-0.95544,-6.1157,-3.5745,0.43091,-4.9799,
31.742,7.6259,4.9786,8.9816,15.512,2.1907,9.5591,5.1838,3.9911,10.847,3.4543,
31.75,17.993,10.271,15.605,28.076,5.0913,15.281,8.2588,5.121,13.798,5.7274,
31.758,15.788,10.999,15.434,22.378,5.138,16.051,9.7054,5.6613,14.041,5.7025,
31.766,29.854,17.567,24.627,31.833,14.657,16.226,9.3724,4.19,13.594,5.8064,
31.773,46.086,27.558,37.553,47.93,24.899,23.265,15.559,10.03,15.121,10.699,
31.781,32.88,22.224,31.421,37.376,19.526,17.654,13.02,6.5855,14.894,10.968,
31.789,37.43,17.829,27.921,32.956,13.193,11.363,5.6739,-0.58773,6.3056,0.10531,
31.797,33.319,13.246,24.367,35.803,11.416,15.001,5.6503,1.3637,11.512,1.3678,
31.805,22.498,5.7474,12.464,25.561,1.5239,14.483,1.98,-0.47982,10.977,-2.1065,
31.813,20.532,1.2242,9.166,26.447,-3.6272,2.865,-7.0043,-11.483,-0.10272,-13.069,
31.82,15.133,-5.0574,4.8233,24.089,-7.7201,-4.8433,-12.594,-17.767,-4.4081,-17.53,
